HEADER	8	14	500	53	365
BOM	0	2	52
BOM	0	3	171
BOM	0	4	130
BOM	0	5	130
BOM	0	6	11
BOM	1	1	154
BOM	2	0	16
BOM	2	1	106
BOM	2	3	77
BOM	3	0	185
BOM	3	1	43
BOM	3	6	72
BOM	4	3	104
BOM	4	4	135
BOM	4	5	51
BOM	5	2	88
BOM	5	4	73
BOM	5	5	191
BOM	5	7	12
BOM	6	0	183
BOM	6	2	186
BOM	6	3	185
BOM	7	1	130
BOM	7	3	194
BOM	7	6	172
BOM	7	7	150
BOM	8	1	192
BOM	8	2	187
BOM	8	3	123
BOM	8	5	12
BOM	9	1	100
BOM	9	3	182
BOM	9	6	170
BOM	9	7	196
BOM	10	0	100
BOM	10	1	22
BOM	10	2	37
BOM	10	4	119
BOM	10	6	179
BOM	10	7	132
BOM	11	0	58
BOM	11	1	189
BOM	11	2	195
BOM	11	4	144
BOM	11	6	98
BOM	12	0	66
BOM	12	3	114
BOM	12	4	194
BOM	12	5	165
BOM	12	7	143
BOM	13	0	121
BOM	13	3	109
BOM	13	4	159
ORDER	330	4	32884	59409	27	15201	9584	
ORDER	331	7	46447	69905	17	25840	4566	
ORDER	332	2	5028	38872	22	2618	4848	
ORDER	333	5	15173	37208	12	16920	8691	
ORDER	334	2	28642	39366	21	2499	3784	
ORDER	335	8	46580	63009	14	22204	6338	
ORDER	336	12	58479	71138	13	12974	3756	
ORDER	337	6	13157	32298	30	37110	2232	
ORDER	338	6	8341	18924	26	32162	8659	
ORDER	339	12	35425	59538	5	4990	1501	
ORDER	340	6	19569	47535	13	16081	9833	
ORDER	341	0	7387	27418	9	6156	6067	
ORDER	342	1	24823	46736	1	110	4666	
ORDER	343	3	13702	49775	23	28566	7252	
ORDER	344	10	897	36599	27	35694	3349	
ORDER	345	11	14852	52032	8	9344	8963	
ORDER	346	10	42037	55281	22	29084	4900	
ORDER	347	5	36661	52394	9	12690	5047	
ORDER	348	0	6513	39881	26	17784	478	
ORDER	349	2	33888	62368	16	1904	265	
ORDER	350	8	28744	47414	15	23790	5132	
ORDER	351	11	24465	51222	21	24528	2555	
ORDER	352	3	18630	55880	8	9936	9223	
ORDER	353	8	33177	43728	22	34892	1860	
ORDER	354	12	10942	48323	21	20958	1704	
ORDER	355	12	31499	57934	12	11976	4122	
ORDER	356	3	25917	41887	12	14904	7281	
ORDER	357	3	25669	62570	8	9936	1888	
ORDER	358	6	38715	53637	7	8659	1640	
ORDER	359	10	2470	27344	28	37016	9639	
ORDER	360	4	8705	31638	24	13512	6204	
ORDER	361	4	14622	47215	29	16327	3630	
ORDER	362	5	59013	73480	6	8460	9331	
ORDER	363	10	28111	62596	5	6610	9192	
ORDER	364	4	38784	55784	29	16327	2961	
ORDER	365	7	34027	44598	4	6080	3947	
ORDER	366	10	40175	79997	26	34372	8276	
ORDER	367	9	3009	22909	15	3135	3016	
ORDER	368	12	8039	29434	24	23952	3098	
ORDER	369	6	7597	31920	25	30925	8595	
ORDER	370	2	11463	46790	6	714	5897	
ORDER	371	6	6444	33446	2	2474	8357	
ORDER	372	10	15675	49889	12	15864	2243	
ORDER	373	7	23687	44639	17	25840	9680	
ORDER	374	9	39879	76551	14	2926	6319	
ORDER	375	5	46923	64477	17	23970	6485	
ORDER	376	12	18054	56818	3	2994	4128	
ORDER	377	5	12685	25458	21	29610	9101	
ORDER	378	11	67549	78808	10	11680	7032	
ORDER	379	3	47531	57786	10	12420	6468	
ORDER	380	11	7747	25343	14	16352	8862	
ORDER	381	6	26870	42820	4	4948	9433	
ORDER	382	4	14792	40510	12	6756	9501	
ORDER	383	6	3093	25861	13	16081	3103	
ORDER	384	11	44144	63761	8	9344	7669	
ORDER	385	11	8747	43066	14	16352	9566	
ORDER	386	13	22491	50206	1	220	761	
ORDER	387	10	14589	35319	22	29084	3627	
ORDER	388	5	29675	46639	17	23970	7119	
ORDER	389	11	13153	24835	22	25696	6017	
ORDER	390	9	37974	48119	3	627	8422	
ORDER	391	3	50783	71963	27	33534	1409	
ORDER	392	9	16903	47755	28	5852	7358	
ORDER	393	10	10948	20962	20	26440	846	
ORDER	394	0	39341	78124	23	15732	2638	
ORDER	395	11	39101	71562	21	24528	7303	
ORDER	396	2	43408	55985	13	1547	2770	
ORDER	397	8	50249	74095	25	39650	6169	
ORDER	398	7	17483	36506	3	4560	4753	
ORDER	399	13	21318	57601	14	3080	6981	
ORDER	400	11	34300	70926	24	28032	1311	
ORDER	401	7	16689	42659	27	41040	2941	
ORDER	402	0	10259	28524	24	16416	2211	
ORDER	403	6	32759	55635	9	11133	9717	
ORDER	404	11	16651	26999	12	14016	5058	
ORDER	405	6	19238	37393	15	18555	2633	
ORDER	406	1	21522	51676	24	2640	6356	
ORDER	407	10	7847	43947	28	37016	7599	
ORDER	408	11	36353	69623	28	32704	8624	
ORDER	409	4	37976	57303	19	10697	9591	
ORDER	410	8	42283	71934	9	14274	1812	
ORDER	411	2	15025	50057	10	1190	4949	
ORDER	412	3	37041	74929	13	16146	3781	
ORDER	413	10	67015	78004	7	9254	5255	
ORDER	414	9	67	36981	11	2299	1575	
ORDER	415	7	21214	44636	15	22800	6061	
ORDER	416	9	31147	46946	17	3553	4532	
ORDER	417	10	29484	61338	20	26440	4467	
ORDER	418	11	14069	42808	12	14016	7487	
ORDER	419	10	38159	70287	30	39660	166	
ORDER	420	11	3131	39877	21	24528	4507	
ORDER	421	4	24956	56319	12	6756	2607	
ORDER	422	7	34281	53668	28	42560	9946	
ORDER	423	3	36876	62556	26	32292	7236	
ORDER	424	6	5255	20508	9	11133	3897	
ORDER	425	12	52416	72972	3	2994	118	
ORDER	426	8	46957	69390	27	42822	3748	
ORDER	427	3	34719	62853	14	17388	3745	
ORDER	428	12	30710	59627	8	7984	8488	
ORDER	429	3	8690	25140	6	7452	3881	
ORDER	430	8	41611	55069	4	6344	9692	
ORDER	431	11	6194	25494	9	10512	2638	
ORDER	432	9	712	23632	22	4598	6031	
ORDER	433	8	14802	50436	19	30134	8925	
ORDER	434	2	5217	21637	12	1428	351	
ORDER	435	0	50037	70967	21	14364	7253	
ORDER	436	10	41196	78771	30	39660	7243	
ORDER	437	8	48964	67780	17	26962	1549	
ORDER	438	9	21494	48770	9	1881	1141	
ORDER	439	4	25116	37382	8	4504	7765	
ORDER	440	4	29760	52596	7	3941	7233	
ORDER	441	2	51933	79605	16	1904	360	
ORDER	442	0	13793	52786	11	7524	7450	
ORDER	443	12	11511	25099	3	2994	399	
ORDER	444	1	26495	49608	25	2750	5016	
ORDER	445	11	32506	60567	29	33872	6787	
ORDER	446	7	3079	23328	5	7600	1787	
ORDER	447	0	29038	50379	28	19152	4492	
ORDER	448	12	472	14811	7	6986	1941	
ORDER	449	3	30989	60732	11	13662	7092	
ORDER	450	1	37072	53579	3	330	2368	
ORDER	451	12	25834	63107	22	21956	2677	
ORDER	452	4	34241	58309	5	2815	9620	
ORDER	453	12	12161	44337	17	16966	6454	
ORDER	454	1	30736	67746	16	1760	9768	
ORDER	455	6	16158	47873	27	33399	4676	
ORDER	456	5	10371	39437	28	39480	8111	
ORDER	457	5	3362	16467	27	38070	5792	
ORDER	458	13	5838	27752	6	1320	3605	
ORDER	459	4	48158	59043	1	563	7129	
ORDER	460	1	39561	76661	29	3190	7390	
ORDER	461	6	23005	59458	29	35873	6169	
ORDER	462	4	10733	48122	14	7882	3798	
ORDER	463	2	19049	34581	19	2261	8613	
ORDER	464	11	43371	79349	13	15184	7584	
ORDER	465	7	21224	59570	26	39520	732	
ORDER	466	3	9393	30907	1	1242	6148	
ORDER	467	4	55002	73919	11	6193	7290	
ORDER	468	3	10948	23536	25	31050	9816	
ORDER	469	5	29526	43945	30	42300	3128	
ORDER	470	9	22378	57492	18	3762	1379	
ORDER	471	1	24998	49548	6	660	4713	
ORDER	472	1	31439	46426	10	1100	4436	
ORDER	473	8	38391	73027	18	28548	9993	
ORDER	474	10	29326	66039	27	35694	5578	
ORDER	475	13	45770	78246	11	2420	7036	
ORDER	476	11	33317	52506	15	17520	7437	
ORDER	477	9	25426	52435	9	1881	7494	
ORDER	478	7	35170	65380	23	34960	426	
ORDER	479	3	42862	59738	23	28566	1875	
ORDER	480	5	53046	65519	14	19740	4963	
ORDER	481	0	3000	41957	20	13680	7483	
ORDER	482	8	31621	50275	4	6344	9860	
ORDER	483	3	10987	42069	27	33534	2563	
ORDER	484	8	29524	45174	12	19032	993	
ORDER	485	6	36428	61316	8	9896	9676	
ORDER	486	8	47374	65330	19	30134	3485	
ORDER	487	11	10503	41545	8	9344	5549	
ORDER	488	11	36495	46872	8	9344	5273	
ORDER	489	2	7630	19226	15	1785	2763	
ORDER	490	7	59017	76154	16	24320	8346	
ORDER	491	5	8057	29073	28	39480	6877	
ORDER	492	3	19381	30283	21	26082	2476	
ORDER	493	7	13845	31766	23	34960	9121	
ORDER	494	8	33736	48258	28	44408	8960	
ORDER	495	8	42563	76263	3	4758	9667	
ORDER	496	3	3343	21894	25	31050	2092	
ORDER	497	12	50634	77425	17	16966	3643	
ORDER	498	6	42801	77624	19	23503	6665	
ORDER	499	6	26425	56583	4	4948	3465	
